smallRNASequence	TM64	TM19	TM20	TM21	TM22	TM23	TM24	TM25	TM26	TM27	TM28	TM212	TM29	TM221	TM30	TM55	TM222	TM56	TM223	TM57	TM229	TM233	TM238	TM239	TM240	TM241	TM242	TM36	TM37	TM38	TM58	TM39	TM59	TM40	TM61	TM41	TM117	TM118	TM119	TM62	TM120	TM63	TM107	TM108	TM109	TM110	TM51	TM331	TM332	TM44	TM333	TM334	TM335	TM45	TM46	TM47	TM48	TM49	TM50	TM42	TM43	TM147	TM148	TM149	TM150	TM151	TM152	TM153	TM154	TM15	TM155	TM156	TM16	TM157	TM17	TM158	TM18	TM159	TM160	TM161	TM162	TM163	TM175	TM177	TM178	TM176	TM210	TM211	TM213	TM214	TM215	TM216	TM217	TM218	TM219	TM220
hsa-miR-875-5p	5.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	68.0	1.0	4.0	1.0	2.0	1.0	1.0	5.0	0.0	13.0	3.0	4.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	4.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	0.0	7.0	0.0	3.0	2.0	10.0	5.0	3.0	8.0	3.0	0.0	6.0	11.0	41.0	5.0	7.0	9.0	57.0	7.0	0.0	5.0	18.0	2.0	10.0	3.0	5.0	0.0	48.0	14.0	18.0	21.0	12.0	3.0	7.0	2.0	10.0	6.0	6.0	3.0	4.0	11.0	0.0	8.0	2.0	1.0	7.0
hsa-miR-876-5p	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-877-5p	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	9.0	41.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	19.0	1.0	11.0	12.0	12.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	4.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	4.0	7.0	1.0	1.0	0.0	9.0	2.0	7.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
hsa-miR-885-3p	185.0	35.0	103.0	108.0	16.0	31.0	99.0	24.0	91.0	32.0	60.0	314.0	67.0	224.0	43.0	252.0	230.0	261.0	299.0	155.0	215.0	90.0	16.0	220.0	5.0	182.0	61.0	144.0	252.0	308.0	166.0	73.0	85.0	80.0	120.0	119.0	130.0	249.0	139.0	302.0	62.0	341.0	0.0	0.0	0.0	1.0	164.0	157.0	103.0	209.0	187.0	267.0	323.0	162.0	156.0	285.0	169.0	277.0	158.0	206.0	82.0	456.0	361.0	418.0	529.0	502.0	597.0	600.0	571.0	147.0	419.0	677.0	93.0	471.0	231.0	477.0	133.0	296.0	297.0	328.0	301.0	406.0	145.0	215.0	143.0	626.0	291.0	416.0	69.0	155.0	229.0	192.0	291.0	387.0	156.0	111.0
hsa-miR-887-3p	73.0	12.0	29.0	40.0	4.0	3.0	37.0	4.0	19.0	7.0	20.0	132.0	26.0	21.0	19.0	81.0	10.0	64.0	9.0	65.0	12.0	10.0	1.0	4.0	1.0	11.0	6.0	43.0	82.0	107.0	70.0	12.0	53.0	27.0	37.0	26.0	73.0	70.0	32.0	120.0	31.0	122.0	0.0	0.0	0.0	1.0	84.0	22.0	15.0	148.0	11.0	18.0	13.0	79.0	49.0	159.0	107.0	51.0	81.0	68.0	26.0	22.0	51.0	36.0	17.0	18.0	32.0	32.0	25.0	30.0	36.0	21.0	37.0	32.0	43.0	18.0	17.0	50.0	20.0	39.0	25.0	33.0	12.0	16.0	9.0	49.0	125.0	168.0	18.0	62.0	48.0	44.0	74.0	16.0	8.0	15.0
hsa-miR-887-5p	1.0	4.0	5.0	5.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	9.0	0.0	0.0	2.0	4.0	1.0	11.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	10.0	15.0	3.0	4.0	2.0	1.0	5.0	5.0	0.0	3.0	0.0	7.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	23.0	0.0	0.0	0.0	6.0	2.0	5.0	3.0	2.0	10.0	4.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	3.0	2.0	4.0	1.0	0.0	5.0	0.0	11.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	4.0	9.0	2.0	4.0	3.0	3.0	11.0	0.0	0.0	0.0
hsa-miR-888-3p	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	11.0	2.0	7.0	1.0	14.0	1.0	1.0	9.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	6.0	6.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	1.0	13.0	13.0	10.0	16.0	6.0	8.0	13.0	11.0	0.0	10.0	14.0	0.0	7.0	6.0	5.0	1.0	13.0	14.0	2.0	8.0	1.0	7.0	5.0	1.0	18.0	4.0	1.0	4.0	1.0	2.0	4.0	6.0	3.0	7.0	1.0
hsa-miR-888-5p	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	4.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-889-3p	1.0	1.0	0.0	4.0	4.0	2.0	8.0	0.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	4.0	2.0	1.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	14.0	27.0	55.0	1.0	1.0	5.0	4.0	0.0	1.0	1.0	5.0	4.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	520.0	281.0	5.0	169.0	39.0	158.0	0.0	3.0	7.0	1.0	0.0	1.0	2.0	2.0	3.0	0.0	3.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	8.0	1.0	0.0	8.0	21.0	2.0	5.0	1.0	19.0	29.0	27.0	110.0	2.0	7.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0
hsa-miR-889-5p	169.0	17.0	97.0	69.0	9.0	4.0	164.0	38.0	44.0	15.0	31.0	235.0	39.0	24.0	24.0	226.0	22.0	252.0	11.0	164.0	12.0	12.0	0.0	8.0	0.0	19.0	6.0	77.0	171.0	296.0	141.0	21.0	147.0	32.0	80.0	30.0	55.0	119.0	62.0	159.0	33.0	119.0	0.0	0.0	0.0	1.0	100.0	22.0	8.0	198.0	5.0	14.0	7.0	99.0	82.0	199.0	119.0	75.0	120.0	107.0	38.0	32.0	34.0	36.0	31.0	33.0	35.0	33.0	33.0	54.0	28.0	33.0	70.0	25.0	107.0	26.0	47.0	29.0	44.0	31.0	32.0	44.0	14.0	17.0	6.0	25.0	193.0	260.0	39.0	129.0	83.0	89.0	107.0	14.0	8.0	7.0
hsa-miR-890	4.0	0.0	2.0	7.0	3.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	4.0	1.0	1.0	0.0	2.0	1.0	0.0	6.0	0.0	6.0	1.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	7.0	4.0	8.0	3.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	11.0	5.0	5.0	6.0	3.0	6.0	0.0	1.0	4.0	1.0	6.0	2.0	3.0	0.0	5.0	3.0	2.0	4.0	3.0	5.0	0.0	1.0	9.0	1.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0
hsa-miR-891a-3p	5.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	14.0	1.0	1.0	0.0	2.0	1.0	7.0	5.0	1.0	2.0	3.0	1.0	10.0	0.0	0.0	1.0	5.0	3.0	12.0	3.0	0.0	6.0	0.0	1.0	1.0	16.0	15.0	6.0	14.0	4.0	7.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	10.0	0.0	0.0	0.0	4.0	6.0	2.0	1.0	4.0	1.0	0.0	0.0	4.0	10.0	3.0	2.0	0.0	2.0	5.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	2.0	0.0	1.0	1.0	2.0	3.0	17.0	15.0	5.0	3.0	11.0	6.0	10.0	1.0	1.0	0.0
hsa-miR-891a-5p	4.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	3.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	1.0	4.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	2.0	0.0	0.0	2.0	4.0	6.0	3.0	4.0	3.0	1.0	2.0	0.0	0.0	2.0	7.0	0.0	1.0	2.0	1.0	2.0	3.0	1.0	0.0	2.0	0.0	1.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0
hsa-miR-892a	3.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	3.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	3.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	5.0	0.0	1.0	1.0	2.0	3.0	1.0	4.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	8.0	2.0	0.0	0.0
hsa-miR-892b	18.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0
hsa-miR-892c-3p	1.0	0.0	2.0	2.0	3.0	0.0	3.0	0.0	0.0	6.0	1.0	4.0	0.0	2.0	0.0	7.0	0.0	2.0	4.0	5.0	2.0	2.0	0.0	4.0	0.0	1.0	0.0	2.0	4.0	4.0	0.0	1.0	1.0	0.0	1.0	3.0	6.0	1.0	2.0	11.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	2.0	3.0	2.0	2.0	1.0	6.0	8.0	3.0	5.0	3.0	7.0	1.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	5.0	3.0	3.0	3.0	5.0	3.0	7.0	1.0	5.0	1.0
hsa-miR-892c-5p	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-9-3p	7.0	0.0	3.0	5.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	9.0	1.0	39.0	0.0	8.0	48.0	20.0	36.0	6.0	1.0	1.0	1.0	65.0	0.0	78.0	24.0	5.0	15.0	51.0	6.0	2.0	5.0	7.0	4.0	4.0	4.0	10.0	3.0	7.0	0.0	6.0	0.0	1.0	0.0	0.0	2.0	28.0	33.0	9.0	19.0	17.0	18.0	0.0	6.0	11.0	8.0	3.0	5.0	6.0	2.0	58.0	103.0	144.0	76.0	68.0	95.0	77.0	30.0	1.0	92.0	35.0	3.0	59.0	7.0	39.0	0.0	105.0	49.0	55.0	93.0	90.0	11.0	7.0	6.0	14.0	9.0	21.0	8.0	9.0	8.0	3.0	9.0	35.0	11.0	6.0
hsa-miR-9-5p	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	19.0	0.0	381.0	0.0	7.0	486.0	3.0	263.0	2.0	4.0	4.0	141.0	565.0	8.0	636.0	141.0	11.0	13.0	39.0	1.0	0.0	4.0	4.0	0.0	0.0	1.0	2.0	0.0	5.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	165.0	252.0	1.0	182.0	153.0	258.0	3.0	2.0	3.0	3.0	0.0	1.0	3.0	1.0	434.0	1055.0	1245.0	340.0	598.0	692.0	966.0	381.0	1.0	706.0	479.0	0.0	784.0	3.0	462.0	1.0	1116.0	423.0	854.0	1392.0	1582.0	67.0	60.0	58.0	103.0	7.0	11.0	15.0	17.0	18.0	13.0	13.0	361.0	224.0	217.0
hsa-miR-920	14.0	5.0	8.0	3.0	12.0	1.0	6.0	0.0	6.0	1.0	0.0	32.0	2.0	11.0	4.0	26.0	6.0	8.0	9.0	17.0	5.0	4.0	0.0	7.0	0.0	7.0	2.0	12.0	7.0	6.0	16.0	6.0	10.0	2.0	9.0	1.0	40.0	46.0	20.0	29.0	20.0	17.0	0.0	0.0	0.0	0.0	10.0	5.0	3.0	13.0	7.0	8.0	7.0	4.0	4.0	13.0	4.0	6.0	8.0	11.0	4.0	9.0	20.0	13.0	9.0	17.0	16.0	14.0	18.0	4.0	17.0	18.0	9.0	19.0	8.0	19.0	6.0	16.0	10.0	16.0	16.0	16.0	9.0	6.0	5.0	18.0	36.0	51.0	17.0	25.0	17.0	13.0	21.0	7.0	9.0	5.0
hsa-miR-921	8.0	1.0	8.0	7.0	2.0	3.0	12.0	5.0	4.0	0.0	3.0	17.0	9.0	9.0	5.0	18.0	21.0	17.0	8.0	11.0	13.0	7.0	3.0	3.0	0.0	10.0	5.0	6.0	12.0	37.0	17.0	6.0	10.0	3.0	4.0	9.0	17.0	22.0	3.0	12.0	5.0	17.0	0.0	0.0	0.0	0.0	15.0	10.0	2.0	23.0	3.0	8.0	6.0	15.0	12.0	23.0	10.0	12.0	13.0	17.0	3.0	13.0	22.0	12.0	12.0	16.0	11.0	21.0	23.0	9.0	16.0	18.0	8.0	15.0	27.0	16.0	10.0	21.0	17.0	16.0	13.0	6.0	9.0	6.0	5.0	18.0	12.0	31.0	9.0	8.0	12.0	9.0	29.0	14.0	8.0	9.0
hsa-miR-922	4.0	0.0	6.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	7.0	13.0	2.0	9.0	10.0	7.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	2.0	36.0	2.0	2.0	4.0	5.0	2.0	0.0	0.0	7.0	0.0	1.0	4.0	0.0	0.0	7.0	2.0	3.0	3.0	6.0	2.0	4.0	7.0	7.0	2.0	2.0	3.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0
hsa-miR-924	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	4.0	2.0	12.0	0.0	2.0	2.0	1.0	6.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	16.0	17.0	15.0	8.0	9.0	9.0	4.0	0.0	8.0	9.0	0.0	6.0	0.0	4.0	0.0	9.0	7.0	5.0	3.0	4.0	7.0	4.0	1.0	14.0	0.0	3.0	1.0	1.0	1.0	1.0	3.0	5.0	6.0	2.0
hsa-miR-92a-1-5p	134.0	13.0	61.0	39.0	34.0	3.0	9.0	4.0	11.0	16.0	8.0	225.0	25.0	407.0	16.0	85.0	373.0	95.0	592.0	66.0	238.0	231.0	14.0	209.0	3.0	411.0	122.0	33.0	64.0	50.0	83.0	23.0	32.0	30.0	44.0	29.0	117.0	161.0	75.0	191.0	54.0	153.0	0.0	0.0	0.0	0.0	37.0	276.0	186.0	84.0	212.0	516.0	849.0	40.0	39.0	74.0	45.0	44.0	35.0	47.0	41.0	889.0	446.0	493.0	837.0	799.0	1080.0	962.0	1527.0	29.0	511.0	1354.0	36.0	532.0	38.0	1067.0	29.0	395.0	604.0	468.0	454.0	612.0	163.0	251.0	119.0	466.0	148.0	229.0	90.0	200.0	176.0	206.0	361.0	591.0	582.0	232.0
hsa-miR-92a-2-5p	13.0	1.0	4.0	2.0	0.0	0.0	8.0	0.0	3.0	6.0	0.0	58.0	0.0	4.0	1.0	7.0	8.0	8.0	1.0	0.0	3.0	0.0	1.0	4.0	0.0	1.0	5.0	5.0	165.0	10.0	2.0	0.0	4.0	4.0	4.0	5.0	16.0	18.0	17.0	61.0	4.0	20.0	0.0	0.0	0.0	0.0	4.0	3.0	2.0	10.0	5.0	31.0	6.0	0.0	3.0	14.0	9.0	3.0	1.0	7.0	1.0	11.0	16.0	25.0	42.0	15.0	22.0	12.0	9.0	2.0	8.0	5.0	7.0	6.0	7.0	6.0	0.0	9.0	15.0	5.0	8.0	6.0	27.0	14.0	2.0	10.0	15.0	30.0	7.0	4.0	22.0	16.0	36.0	1.0	1.0	1.0
hsa-miR-92a-3p	827.0	144.0	174.0	190.0	11.0	42.0	245.0	31.0	163.0	144.0	60.0	1469.0	109.0	1609.0	95.0	7005.0	987.0	3826.0	2408.0	3519.0	1800.0	735.0	173.0	1247.0	67.0	2977.0	409.0	12151.0	20319.0	21621.0	1005.0	2781.0	2219.0	1859.0	778.0	1062.0	1626.0	1484.0	4370.0	674.0	212.0	2257.0	2.0	1.0	3.0	3.0	975.0	39693.0	20149.0	9596.0	26543.0	26200.0	31269.0	3907.0	3849.0	3338.0	3623.0	665.0	1247.0	6859.0	3858.0	1423.0	2937.0	758.0	9042.0	4179.0	2602.0	5234.0	2828.0	913.0	2332.0	2058.0	3191.0	1919.0	2336.0	3779.0	4750.0	9296.0	2823.0	4672.0	3606.0	2067.0	5242.0	6002.0	6812.0	6107.0	615.0	989.0	423.0	659.0	399.0	240.0	459.0	1072.0	276.0	302.0
hsa-miR-92b-3p	19.0	3.0	4.0	2.0	1.0	0.0	3.0	0.0	2.0	0.0	2.0	6.0	2.0	8.0	1.0	25.0	1.0	13.0	9.0	12.0	3.0	1.0	0.0	3.0	0.0	2.0	1.0	32.0	28.0	166.0	2.0	8.0	2.0	9.0	4.0	3.0	1.0	2.0	6.0	17.0	0.0	15.0	0.0	0.0	0.0	0.0	3.0	47.0	22.0	32.0	24.0	23.0	32.0	8.0	12.0	14.0	15.0	2.0	6.0	31.0	10.0	5.0	4.0	9.0	21.0	9.0	9.0	20.0	14.0	8.0	1.0	3.0	12.0	7.0	4.0	9.0	8.0	16.0	5.0	12.0	5.0	8.0	8.0	7.0	4.0	1.0	3.0	6.0	4.0	3.0	2.0	0.0	6.0	2.0	0.0	4.0
hsa-miR-92b-5p	41.0	32.0	35.0	34.0	2.0	8.0	44.0	11.0	43.0	14.0	20.0	129.0	27.0	2.0	18.0	138.0	3.0	137.0	6.0	77.0	5.0	4.0	0.0	5.0	0.0	7.0	2.0	60.0	62.0	194.0	73.0	20.0	49.0	15.0	56.0	23.0	46.0	99.0	57.0	105.0	16.0	58.0	0.0	0.0	0.0	0.0	63.0	7.0	7.0	97.0	6.0	8.0	6.0	67.0	65.0	95.0	74.0	165.0	59.0	53.0	32.0	13.0	18.0	19.0	20.0	28.0	17.0	58.0	20.0	68.0	21.0	12.0	41.0	14.0	49.0	24.0	63.0	26.0	12.0	7.0	16.0	22.0	20.0	5.0	9.0	39.0	160.0	196.0	26.0	94.0	56.0	38.0	56.0	7.0	0.0	2.0
hsa-miR-93-3p	6.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	4.0	0.0	2.0	0.0	10.0	2.0	4.0	1.0	3.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	23.0	49.0	104.0	3.0	1.0	14.0	6.0	1.0	5.0	1.0	5.0	19.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	66.0	27.0	22.0	46.0	51.0	69.0	8.0	7.0	3.0	6.0	0.0	4.0	4.0	7.0	3.0	6.0	1.0	36.0	14.0	5.0	5.0	4.0	2.0	2.0	3.0	2.0	5.0	11.0	15.0	16.0	22.0	5.0	10.0	7.0	3.0	17.0	18.0	26.0	9.0	1.0	4.0	0.0	1.0	1.0	2.0	1.0	5.0	0.0	0.0
hsa-miR-93-5p	982.0	97.0	128.0	116.0	7.0	33.0	318.0	35.0	88.0	111.0	79.0	1030.0	88.0	673.0	42.0	3224.0	482.0	1992.0	861.0	2226.0	667.0	255.0	60.0	644.0	21.0	2082.0	211.0	7018.0	10785.0	25165.0	612.0	953.0	2229.0	659.0	519.0	583.0	1335.0	1257.0	7674.0	500.0	279.0	1457.0	7.0	2.0	4.0	2.0	386.0	45254.0	52252.0	3893.0	54504.0	31384.0	51289.0	846.0	1981.0	1018.0	1132.0	53.0	755.0	1426.0	666.0	563.0	1244.0	910.0	11773.0	3087.0	1396.0	2427.0	1444.0	498.0	1261.0	1319.0	1248.0	1369.0	1180.0	4192.0	3493.0	8649.0	3632.0	3262.0	2259.0	1341.0	10619.0	10469.0	12494.0	8522.0	533.0	724.0	377.0	686.0	233.0	157.0	201.0	530.0	349.0	239.0
hsa-miR-934	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	2.0	6.0	9.0	2.0	5.0	1.0	0.0	2.0	0.0	5.0	4.0	2.0	3.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	4.0	3.0	0.0	0.0	4.0	3.0	0.0	3.0	0.0	1.0	3.0	9.0	11.0	6.0	9.0	2.0	9.0	3.0	0.0	6.0	5.0	1.0	6.0	2.0	3.0	0.0	6.0	12.0	7.0	8.0	4.0	2.0	2.0	0.0	4.0	1.0	5.0	0.0	2.0	5.0	6.0	2.0	5.0	5.0	1.0
hsa-miR-935	60.0	9.0	13.0	14.0	1.0	0.0	8.0	3.0	1.0	2.0	6.0	38.0	3.0	1.0	3.0	47.0	4.0	41.0	5.0	32.0	3.0	2.0	0.0	2.0	0.0	2.0	3.0	21.0	62.0	61.0	20.0	3.0	44.0	7.0	18.0	20.0	12.0	24.0	11.0	35.0	3.0	43.0	0.0	0.0	0.0	0.0	17.0	9.0	6.0	30.0	3.0	13.0	11.0	42.0	28.0	32.0	23.0	29.0	17.0	16.0	6.0	8.0	10.0	6.0	2.0	6.0	7.0	5.0	2.0	18.0	5.0	5.0	15.0	2.0	26.0	1.0	21.0	11.0	10.0	6.0	5.0	13.0	3.0	3.0	5.0	10.0	28.0	42.0	12.0	18.0	18.0	10.0	12.0	1.0	0.0	0.0
hsa-miR-936	31.0	3.0	11.0	6.0	5.0	4.0	16.0	4.0	10.0	3.0	6.0	21.0	3.0	1.0	9.0	25.0	31.0	25.0	11.0	13.0	3.0	0.0	0.0	5.0	0.0	7.0	10.0	14.0	52.0	75.0	24.0	10.0	15.0	3.0	10.0	11.0	8.0	13.0	7.0	51.0	1.0	27.0	0.0	0.0	0.0	0.0	41.0	7.0	3.0	20.0	3.0	1.0	3.0	18.0	8.0	25.0	9.0	18.0	14.0	23.0	17.0	7.0	56.0	39.0	13.0	31.0	44.0	45.0	32.0	6.0	10.0	18.0	8.0	99.0	9.0	3.0	24.0	11.0	31.0	13.0	39.0	68.0	9.0	10.0	5.0	9.0	32.0	41.0	22.0	17.0	2.0	5.0	7.0	3.0	19.0	19.0
hsa-miR-937-3p	67.0	8.0	36.0	17.0	6.0	2.0	26.0	10.0	6.0	4.0	6.0	43.0	11.0	9.0	6.0	79.0	19.0	91.0	9.0	43.0	5.0	5.0	0.0	9.0	1.0	7.0	10.0	28.0	80.0	76.0	37.0	14.0	60.0	22.0	20.0	11.0	24.0	37.0	25.0	44.0	3.0	53.0	0.0	0.0	0.0	0.0	40.0	12.0	7.0	104.0	4.0	8.0	13.0	41.0	38.0	68.0	36.0	25.0	29.0	35.0	16.0	19.0	20.0	19.0	38.0	19.0	41.0	33.0	37.0	29.0	21.0	48.0	32.0	18.0	55.0	36.0	12.0	49.0	62.0	33.0	28.0	36.0	11.0	10.0	6.0	21.0	44.0	72.0	9.0	16.0	28.0	27.0	46.0	9.0	3.0	2.0
