smallRNASequence	TM64	TM19	TM20	TM21	TM22	TM23	TM24	TM25	TM26	TM27	TM28	TM212	TM29	TM221	TM30	TM55	TM222	TM56	TM223	TM57	TM229	TM233	TM238	TM239	TM240	TM241	TM242	TM36	TM37	TM38	TM58	TM39	TM59	TM40	TM61	TM41	TM117	TM118	TM119	TM62	TM120	TM63	TM107	TM108	TM109	TM110	TM51	TM331	TM332	TM44	TM333	TM334	TM335	TM45	TM46	TM47	TM48	TM49	TM50	TM42	TM43	TM147	TM148	TM149	TM150	TM151	TM152	TM153	TM154	TM15	TM155	TM156	TM16	TM157	TM17	TM158	TM18	TM159	TM160	TM161	TM162	TM163	TM175	TM177	TM178	TM176	TM210	TM211	TM213	TM214	TM215	TM216	TM217	TM218	TM219	TM220
hsa-let-7a-3p	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	8.0	4.0	9.0	1.0	0.0	3.0	0.0	1.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	4.0	4.0	9.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	3.0	3.0	1.0	1.0	4.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-let-7a-5p	8328.0	920.0	1788.0	1322.0	33.0	213.0	1783.0	212.0	1084.0	678.0	425.0	15808.0	815.0	23891.0	331.0	26502.0	14225.0	19568.0	20377.0	12449.0	22874.0	10108.0	274.0	10055.0	378.0	20078.0	6722.0	89030.0	131640.0	190132.0	8295.0	7955.0	21281.0	4868.0	4069.0	6301.0	15993.0	13817.0	64019.0	4080.0	5755.0	12674.0	19.0	30.0	17.0	17.0	2735.0	290753.0	320477.0	28469.0	309637.0	337122.0	348773.0	7351.0	11316.0	8195.0	7303.0	1812.0	3713.0	15741.0	5735.0	12947.0	21492.0	14758.0	111481.0	63455.0	27755.0	40535.0	41463.0	5649.0	23779.0	36766.0	7921.0	24084.0	12707.0	142021.0	20479.0	89865.0	97880.0	52360.0	47160.0	32120.0	121864.0	145536.0	160806.0	124861.0	9286.0	9287.0	3812.0	12687.0	4877.0	2861.0	5992.0	21971.0	12716.0	11410.0
hsa-let-7b-3p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	4.0	0.0	1.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	6.0	2.0	23.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	7.0	7.0	7.0	8.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	2.0	4.0	3.0	4.0	4.0	1.0	1.0	4.0	3.0	2.0	3.0	0.0	8.0	0.0	6.0	0.0	4.0	2.0	2.0	2.0	7.0	12.0	12.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
hsa-let-7b-5p	18370.0	2358.0	3736.0	3925.0	79.0	1175.0	5080.0	915.0	2561.0	3031.0	1758.0	11044.0	2926.0	17603.0	1229.0	33458.0	11024.0	20059.0	16334.0	20734.0	14882.0	9936.0	202.0	4899.0	280.0	11524.0	6315.0	100467.0	95462.0	90140.0	12669.0	41297.0	41826.0	17676.0	4771.0	17577.0	27198.0	14244.0	139706.0	7020.0	11648.0	25031.0	51.0	43.0	33.0	33.0	8660.0	20596.0	24625.0	48104.0	25323.0	30878.0	30121.0	19590.0	22611.0	18604.0	21673.0	6620.0	10671.0	26674.0	19635.0	11509.0	15879.0	8671.0	92585.0	56211.0	29276.0	31033.0	38643.0	10987.0	18914.0	34897.0	36248.0	19980.0	34560.0	126514.0	72853.0	39926.0	33480.0	58112.0	36889.0	20939.0	26394.0	22610.0	28945.0	25790.0	7475.0	4820.0	5807.0	8416.0	2256.0	1473.0	3092.0	13507.0	8496.0	11764.0
hsa-let-7c-5p	891.0	180.0	262.0	294.0	1.0	64.0	385.0	55.0	118.0	153.0	85.0	536.0	88.0	2669.0	45.0	828.0	1957.0	894.0	1841.0	726.0	653.0	441.0	38.0	1347.0	36.0	1609.0	1163.0	2365.0	2309.0	3113.0	604.0	870.0	1019.0	832.0	198.0	810.0	277.0	455.0	841.0	354.0	329.0	873.0	0.0	0.0	2.0	0.0	339.0	1283.0	1424.0	725.0	1424.0	1402.0	1370.0	369.0	555.0	609.0	677.0	93.0	290.0	722.0	464.0	3736.0	3401.0	3465.0	2229.0	3801.0	3688.0	3485.0	3392.0	561.0	3437.0	3728.0	703.0	3881.0	1458.0	3950.0	1160.0	2768.0	4182.0	3873.0	3889.0	4625.0	1284.0	1015.0	1127.0	1335.0	451.0	359.0	380.0	384.0	256.0	191.0	341.0	3483.0	1453.0	2022.0
hsa-let-7d-3p	12.0	5.0	14.0	4.0	1.0	0.0	3.0	1.0	7.0	0.0	2.0	26.0	3.0	49.0	1.0	98.0	34.0	74.0	42.0	55.0	52.0	22.0	0.0	64.0	1.0	52.0	16.0	344.0	565.0	767.0	22.0	32.0	84.0	18.0	9.0	23.0	26.0	30.0	88.0	11.0	5.0	29.0	0.0	0.0	0.0	0.0	11.0	2701.0	2954.0	151.0	2478.0	3261.0	2355.0	63.0	112.0	26.0	33.0	7.0	13.0	61.0	18.0	52.0	45.0	45.0	159.0	81.0	46.0	94.0	68.0	11.0	45.0	39.0	54.0	53.0	38.0	102.0	64.0	334.0	203.0	106.0	65.0	67.0	593.0	691.0	616.0	716.0	14.0	32.0	8.0	15.0	6.0	7.0	10.0	36.0	8.0	8.0
hsa-let-7d-5p	201.0	22.0	49.0	27.0	0.0	11.0	65.0	5.0	26.0	24.0	8.0	235.0	12.0	812.0	8.0	1068.0	390.0	622.0	733.0	475.0	394.0	225.0	11.0	269.0	21.0	989.0	189.0	3539.0	6357.0	11058.0	250.0	381.0	772.0	239.0	129.0	197.0	422.0	318.0	3497.0	155.0	104.0	570.0	1.0	1.0	1.0	1.0	110.0	22275.0	21659.0	1261.0	17978.0	22700.0	20446.0	309.0	489.0	351.0	290.0	67.0	241.0	587.0	269.0	493.0	1029.0	506.0	6250.0	2351.0	1237.0	1974.0	1266.0	188.0	945.0	797.0	545.0	675.0	639.0	2650.0	1282.0	3534.0	2774.0	1365.0	1241.0	765.0	4889.0	6824.0	8021.0	4703.0	124.0	244.0	82.0	115.0	92.0	66.0	71.0	323.0	231.0	199.0
hsa-let-7e-5p	586.0	139.0	229.0	208.0	0.0	47.0	272.0	42.0	122.0	71.0	43.0	267.0	62.0	723.0	19.0	567.0	581.0	539.0	484.0	538.0	562.0	201.0	12.0	423.0	12.0	554.0	265.0	3045.0	3350.0	7120.0	335.0	370.0	802.0	297.0	153.0	731.0	134.0	247.0	349.0	236.0	92.0	537.0	0.0	0.0	0.0	0.0	271.0	3799.0	5171.0	293.0	7430.0	5472.0	9874.0	178.0	262.0	624.0	387.0	75.0	309.0	697.0	151.0	1052.0	888.0	810.0	393.0	996.0	682.0	860.0	713.0	495.0	845.0	665.0	331.0	808.0	997.0	809.0	675.0	2047.0	4253.0	902.0	968.0	1388.0	13455.0	2773.0	4489.0	4073.0	307.0	283.0	82.0	201.0	130.0	116.0	191.0	722.0	338.0	278.0
hsa-let-7f-5p	3504.0	333.0	472.0	357.0	9.0	100.0	559.0	62.0	283.0	331.0	248.0	7827.0	315.0	9427.0	109.0	9764.0	6871.0	7312.0	9924.0	4811.0	12271.0	4031.0	325.0	7808.0	180.0	12931.0	3734.0	44312.0	66932.0	176862.0	3012.0	2198.0	9762.0	1621.0	1864.0	1840.0	8702.0	7587.0	33513.0	1697.0	3640.0	4452.0	12.0	13.0	16.0	7.0	709.0	528096.0	561798.0	10985.0	530695.0	437758.0	629776.0	2548.0	4326.0	2203.0	2309.0	497.0	1225.0	4617.0	1406.0	10681.0	14689.0	12581.0	61302.0	31470.0	12143.0	18621.0	13322.0	1633.0	12287.0	15478.0	2082.0	12438.0	3776.0	57023.0	6741.0	80807.0	100775.0	33240.0	32422.0	22563.0	96620.0	123774.0	134187.0	91427.0	6627.0	7120.0	2113.0	5966.0	3415.0	1991.0	3314.0	7214.0	6767.0	5841.0
hsa-let-7g-5p	404.0	47.0	91.0	32.0	2.0	3.0	68.0	6.0	29.0	21.0	7.0	1152.0	20.0	1527.0	11.0	2407.0	738.0	1435.0	1258.0	708.0	1016.0	247.0	8.0	606.0	32.0	1341.0	214.0	4029.0	8009.0	16504.0	543.0	341.0	1094.0	219.0	264.0	228.0	725.0	622.0	3067.0	179.0	214.0	660.0	2.0	1.0	2.0	2.0	157.0	51382.0	56627.0	2944.0	42974.0	41549.0	39962.0	500.0	782.0	418.0	528.0	101.0	202.0	1311.0	298.0	366.0	1211.0	739.0	6220.0	2735.0	1111.0	1955.0	1808.0	229.0	1069.0	1398.0	623.0	1177.0	560.0	6777.0	885.0	5736.0	2822.0	2807.0	2499.0	1348.0	8421.0	10528.0	13365.0	9318.0	487.0	629.0	155.0	553.0	231.0	123.0	310.0	673.0	415.0	284.0
hsa-let-7i-3p	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	5.0	4.0	5.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	12.0	12.0	35.0	0.0	0.0	6.0	3.0	0.0	0.0	3.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.0	532.0	8.0	172.0	405.0	264.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	1.0	13.0	4.0	1.0	1.0	1.0	0.0	3.0	0.0	5.0	1.0	0.0	8.0	0.0	8.0	4.0	3.0	2.0	0.0	20.0	29.0	58.0	21.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7i-5p	2758.0	298.0	417.0	456.0	13.0	79.0	451.0	84.0	301.0	319.0	212.0	4362.0	379.0	3845.0	146.0	10505.0	2875.0	6784.0	4210.0	4770.0	3204.0	1353.0	157.0	2582.0	107.0	7074.0	1241.0	34684.0	63523.0	112783.0	2488.0	2990.0	10267.0	1915.0	1666.0	2275.0	3840.0	2829.0	17527.0	1758.0	1179.0	4184.0	1.0	7.0	3.0	3.0	1161.0	217138.0	260210.0	15096.0	192413.0	184110.0	226570.0	4157.0	6717.0	3042.0	3506.0	788.0	1703.0	5252.0	1953.0	4312.0	6547.0	4456.0	29445.0	12113.0	6766.0	11606.0	8726.0	2310.0	5553.0	6848.0	4140.0	6869.0	4638.0	26995.0	9113.0	38635.0	39599.0	17786.0	14736.0	12391.0	47516.0	60842.0	61351.0	46737.0	3487.0	4525.0	1254.0	3905.0	1464.0	953.0	1512.0	3070.0	3026.0	2314.0
hsa-miR-100-3p	3.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	3.0	5.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	3.0	4.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	1.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	5.0	8.0	3.0	1.0	2.0	3.0	1.0	5.0	2.0	3.0	2.0	0.0	3.0	3.0	2.0	3.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	6.0	3.0	1.0	1.0	3.0	3.0	2.0	2.0	5.0	3.0	5.0	1.0	0.0	2.0	3.0	5.0	1.0	0.0	2.0
hsa-miR-100-5p	5.0	1.0	8.0	4.0	0.0	0.0	5.0	2.0	5.0	1.0	0.0	8.0	0.0	7.0	0.0	10.0	11.0	9.0	13.0	2.0	3.0	0.0	5.0	4.0	0.0	9.0	4.0	6.0	10.0	122.0	3.0	10.0	14.0	4.0	4.0	4.0	5.0	8.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	24.0	4.0	10.0	0.0	0.0	36.0	2.0	1.0	15.0	6.0	1.0	7.0	13.0	0.0	16.0	24.0	13.0	25.0	13.0	10.0	7.0	8.0	4.0	15.0	12.0	2.0	7.0	9.0	17.0	6.0	34.0	31.0	26.0	19.0	26.0	10.0	11.0	21.0	21.0	10.0	9.0	3.0	6.0	3.0	2.0	7.0	7.0	2.0	1.0
hsa-miR-101-2-5p	5.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	7.0	0.0	10.0	1.0	3.0	50.0	8.0	1.0	1.0	14.0	6.0	0.0	6.0	1.0	7.0	4.0	2.0	4.0	1.0	1.0	1.0	3.0	0.0	0.0	3.0	3.0	7.0	2.0	12.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	5.0	1.0	13.0	1.0	2.0	0.0	4.0	3.0	1.0	2.0	3.0	0.0	5.0	17.0	9.0	9.0	6.0	11.0	37.0	14.0	1.0	15.0	10.0	1.0	6.0	1.0	12.0	0.0	35.0	3.0	6.0	5.0	3.0	13.0	8.0	12.0	46.0	6.0	3.0	2.0	2.0	8.0	4.0	4.0	2.0	4.0	5.0
hsa-miR-101-3p	70.0	9.0	6.0	4.0	1.0	1.0	12.0	1.0	2.0	0.0	0.0	76.0	0.0	61.0	1.0	226.0	54.0	64.0	66.0	99.0	69.0	31.0	15.0	78.0	5.0	118.0	16.0	114.0	223.0	530.0	61.0	40.0	59.0	7.0	41.0	10.0	96.0	77.0	436.0	16.0	54.0	47.0	0.0	0.0	0.0	0.0	8.0	2365.0	2161.0	103.0	1586.0	1527.0	1841.0	15.0	13.0	15.0	49.0	0.0	9.0	67.0	13.0	28.0	119.0	50.0	891.0	197.0	171.0	249.0	150.0	11.0	99.0	137.0	48.0	108.0	29.0	280.0	43.0	455.0	67.0	279.0	246.0	114.0	159.0	179.0	264.0	254.0	109.0	86.0	25.0	61.0	35.0	19.0	35.0	19.0	23.0	29.0
hsa-miR-10226	12.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	4.0	2.0	8.0	4.0	6.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	5.0	4.0	1.0	2.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	6.0	1.0	4.0	1.0	2.0	1.0	3.0	3.0	0.0	4.0	1.0	1.0	0.0	6.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0	2.0	0.0	1.0	1.0	9.0	6.0	2.0	0.0	1.0
hsa-miR-10392-3p	5.0	0.0	3.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	10.0	4.0	7.0	1.0	10.0	2.0	1.0	0.0	0.0	0.0	5.0	0.0	29.0	29.0	29.0	2.0	13.0	2.0	8.0	4.0	15.0	2.0	4.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	3.0	3.0	6.0	4.0	0.0	3.0	3.0	4.0	2.0	4.0	3.0	7.0	1.0	3.0	5.0	3.0	8.0	1.0	2.0	4.0	1.0	2.0	2.0	4.0	1.0	4.0	2.0	11.0	5.0	8.0	3.0	3.0	3.0	7.0	4.0	4.0	2.0	2.0	2.0	0.0	0.0	4.0	2.0	0.0
hsa-miR-10392-5p	157.0	28.0	57.0	44.0	45.0	9.0	50.0	18.0	35.0	22.0	56.0	534.0	40.0	53.0	43.0	199.0	32.0	185.0	59.0	140.0	37.0	12.0	0.0	53.0	0.0	42.0	20.0	103.0	138.0	260.0	110.0	37.0	118.0	69.0	76.0	40.0	309.0	376.0	181.0	181.0	97.0	131.0	2.0	0.0	1.0	0.0	137.0	28.0	22.0	139.0	24.0	51.0	32.0	101.0	93.0	145.0	121.0	112.0	115.0	109.0	53.0	56.0	90.0	71.0	39.0	64.0	52.0	67.0	53.0	69.0	68.0	49.0	46.0	75.0	114.0	55.0	50.0	65.0	79.0	40.0	57.0	36.0	33.0	32.0	15.0	98.0	372.0	510.0	146.0	252.0	346.0	295.0	437.0	42.0	31.0	34.0
hsa-miR-10394-3p	37.0	33.0	27.0	39.0	147.0	3.0	22.0	9.0	13.0	4.0	6.0	135.0	6.0	58.0	8.0	84.0	27.0	329.0	44.0	45.0	47.0	25.0	5.0	41.0	1.0	109.0	33.0	74.0	159.0	1092.0	36.0	26.0	14.0	54.0	44.0	85.0	32.0	73.0	19.0	85.0	47.0	78.0	0.0	0.0	1.0	0.0	33.0	13.0	11.0	60.0	11.0	15.0	16.0	30.0	22.0	64.0	117.0	7.0	153.0	49.0	46.0	163.0	227.0	467.0	127.0	321.0	182.0	127.0	94.0	74.0	212.0	63.0	51.0	272.0	217.0	117.0	74.0	232.0	122.0	110.0	128.0	156.0	83.0	80.0	58.0	187.0	91.0	91.0	20.0	31.0	33.0	49.0	46.0	61.0	20.0	19.0
hsa-miR-10394-5p	7.0	1.0	6.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	36.0	1.0	2.0	2.0	12.0	2.0	17.0	3.0	3.0	3.0	1.0	2.0	3.0	1.0	2.0	1.0	5.0	13.0	6.0	13.0	1.0	6.0	4.0	3.0	0.0	7.0	20.0	10.0	13.0	3.0	6.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	14.0	2.0	6.0	0.0	10.0	8.0	15.0	7.0	1.0	4.0	4.0	3.0	8.0	20.0	6.0	6.0	6.0	8.0	3.0	3.0	5.0	6.0	8.0	6.0	6.0	10.0	3.0	2.0	11.0	5.0	7.0	11.0	6.0	6.0	5.0	1.0	24.0	17.0	21.0	0.0	5.0	10.0	2.0	9.0	3.0	2.0	1.0
hsa-miR-10395-3p	17.0	3.0	4.0	5.0	1.0	1.0	7.0	8.0	2.0	0.0	5.0	13.0	1.0	25.0	0.0	8.0	21.0	15.0	31.0	7.0	15.0	15.0	1.0	46.0	3.0	45.0	23.0	8.0	18.0	18.0	13.0	3.0	12.0	1.0	8.0	1.0	3.0	7.0	4.0	24.0	0.0	18.0	0.0	0.0	0.0	0.0	7.0	29.0	17.0	6.0	16.0	46.0	25.0	1.0	1.0	23.0	6.0	3.0	6.0	6.0	1.0	69.0	71.0	105.0	64.0	70.0	106.0	99.0	66.0	0.0	93.0	78.0	4.0	77.0	1.0	49.0	2.0	80.0	30.0	35.0	61.0	68.0	20.0	34.0	23.0	63.0	12.0	15.0	7.0	13.0	6.0	10.0	8.0	32.0	9.0	6.0
hsa-miR-10396a-3p	1.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-10397-3p	70.0	7.0	22.0	17.0	60.0	0.0	39.0	5.0	12.0	4.0	10.0	73.0	8.0	6.0	14.0	37.0	6.0	37.0	14.0	28.0	5.0	3.0	0.0	4.0	0.0	21.0	8.0	84.0	93.0	101.0	33.0	23.0	34.0	39.0	16.0	48.0	43.0	59.0	30.0	68.0	5.0	57.0	0.0	0.0	0.0	0.0	19.0	29.0	6.0	52.0	4.0	26.0	20.0	23.0	37.0	51.0	24.0	24.0	17.0	30.0	9.0	9.0	21.0	10.0	23.0	20.0	16.0	9.0	20.0	25.0	11.0	13.0	26.0	13.0	47.0	20.0	17.0	26.0	13.0	14.0	12.0	15.0	4.0	5.0	5.0	15.0	51.0	88.0	8.0	27.0	41.0	31.0	46.0	2.0	1.0	7.0
hsa-miR-10397-5p	2.0	0.0	0.0	0.0	10.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	2.0	1.0	19.0	1.0	4.0	1.0	12.0	3.0	1.0	2.0	0.0	2.0	1.0	2.0	4.0	2.0	0.0	1.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	2.0	1.0	4.0	0.0	0.0	4.0	6.0	11.0	11.0	9.0	5.0	14.0	13.0	1.0	6.0	3.0	0.0	11.0	0.0	11.0	3.0	17.0	3.0	8.0	7.0	5.0	6.0	10.0	3.0	20.0	0.0	5.0	0.0	2.0	1.0	4.0	2.0	0.0	0.0	1.0
hsa-miR-10398-3p	4.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	20.0	1.0	5.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	5.0	3.0	15.0	5.0	2.0	2.0	4.0	3.0	5.0	2.0	0.0	1.0	13.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	3.0	3.0	1.0	3.0	5.0	6.0	6.0	3.0	1.0	0.0	3.0	3.0	4.0	1.0	6.0	2.0	10.0	3.0	1.0	3.0	2.0	0.0	3.0	4.0	3.0	1.0	6.0	4.0	3.0	8.0	3.0	2.0	3.0	2.0	6.0	7.0	3.0	0.0	1.0	7.0	1.0	0.0	1.0	0.0	4.0
hsa-miR-10398-5p	4.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	4.0	2.0	2.0	5.0	0.0	0.0	2.0	0.0	7.0	0.0	2.0	2.0	3.0	1.0	2.0	1.0	3.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	8.0	3.0	5.0	1.0	4.0	5.0	4.0	2.0	3.0	3.0	6.0	0.0	6.0	2.0	2.0	1.0	5.0	1.0	1.0	4.0	5.0	3.0	1.0	3.0	11.0	1.0	2.0	0.0	2.0	1.0	2.0	6.0	0.0	0.0	1.0
hsa-miR-10399-5p	24.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	12.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0	21.0	23.0	0.0	7.0	3.0	9.0	3.0	9.0	2.0	0.0	0.0	15.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	1.0	9.0	6.0	8.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0	3.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	1.0	3.0	5.0	5.0	0.0	0.0	1.0
hsa-miR-10400-3p	19.0	8.0	8.0	7.0	147.0	1.0	9.0	0.0	5.0	4.0	7.0	16.0	8.0	0.0	5.0	23.0	6.0	31.0	2.0	19.0	2.0	0.0	0.0	5.0	0.0	7.0	4.0	25.0	56.0	62.0	10.0	5.0	15.0	14.0	14.0	15.0	11.0	17.0	9.0	30.0	3.0	23.0	0.0	0.0	1.0	0.0	18.0	9.0	2.0	35.0	0.0	6.0	5.0	29.0	21.0	25.0	25.0	19.0	20.0	23.0	3.0	10.0	18.0	15.0	13.0	10.0	10.0	5.0	5.0	17.0	7.0	3.0	12.0	10.0	32.0	7.0	8.0	15.0	3.0	13.0	18.0	9.0	6.0	10.0	3.0	13.0	20.0	33.0	9.0	13.0	8.0	8.0	13.0	4.0	3.0	3.0
hsa-miR-10400-5p	22.0	8.0	23.0	18.0	252.0	1.0	11.0	3.0	20.0	5.0	5.0	22.0	2.0	44.0	7.0	87.0	27.0	98.0	23.0	50.0	11.0	15.0	1.0	28.0	0.0	18.0	7.0	52.0	89.0	167.0	61.0	25.0	7.0	30.0	29.0	21.0	11.0	17.0	14.0	50.0	1.0	241.0	1.0	0.0	0.0	0.0	36.0	37.0	34.0	167.0	28.0	27.0	37.0	19.0	28.0	63.0	44.0	12.0	68.0	39.0	42.0	41.0	38.0	110.0	106.0	44.0	43.0	38.0	20.0	31.0	41.0	15.0	21.0	45.0	57.0	31.0	35.0	59.0	67.0	41.0	28.0	44.0	90.0	81.0	64.0	198.0	43.0	40.0	9.0	20.0	3.0	15.0	32.0	15.0	7.0	6.0
hsa-miR-10401-3p	4.0	4.0	1.0	4.0	3.0	0.0	3.0	0.0	3.0	0.0	1.0	6.0	2.0	5.0	1.0	2.0	11.0	13.0	4.0	5.0	6.0	0.0	0.0	2.0	1.0	5.0	2.0	27.0	28.0	28.0	7.0	9.0	3.0	18.0	6.0	8.0	0.0	2.0	3.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	8.0	2.0	12.0	3.0	9.0	7.0	6.0	3.0	2.0	11.0	4.0	4.0	5.0	6.0	26.0	22.0	23.0	17.0	9.0	11.0	21.0	23.0	1.0	18.0	18.0	0.0	15.0	12.0	20.0	2.0	18.0	7.0	25.0	25.0	22.0	9.0	7.0	12.0	34.0	5.0	3.0	2.0	5.0	1.0	3.0	10.0	5.0	5.0	0.0
hsa-miR-10401-5p	32.0	6.0	8.0	20.0	4.0	1.0	4.0	2.0	4.0	3.0	1.0	22.0	2.0	5.0	0.0	18.0	15.0	41.0	12.0	16.0	6.0	0.0	0.0	33.0	0.0	16.0	9.0	19.0	41.0	145.0	10.0	20.0	5.0	9.0	16.0	17.0	12.0	8.0	10.0	55.0	5.0	27.0	0.0	0.0	0.0	0.0	8.0	9.0	3.0	16.0	7.0	12.0	8.0	3.0	14.0	21.0	22.0	16.0	31.0	17.0	5.0	34.0	38.0	92.0	54.0	43.0	35.0	26.0	26.0	14.0	37.0	28.0	7.0	51.0	50.0	24.0	9.0	23.0	33.0	16.0	16.0	33.0	13.0	14.0	8.0	31.0	12.0	22.0	4.0	2.0	22.0	9.0	19.0	11.0	19.0	6.0
hsa-miR-105-3p	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	12.0	1.0	11.0	1.0	9.0	5.0	33.0	3.0	4.0	5.0	3.0	0.0	5.0	0.0	2.0	0.0	5.0	3.0	9.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	8.0	1.0	8.0	3.0	8.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	7.0	1.0	7.0	3.0	5.0	6.0	7.0	4.0	2.0	4.0	7.0	1.0	7.0	22.0	9.0	12.0	12.0	4.0	11.0	13.0	3.0	10.0	5.0	2.0	7.0	3.0	4.0	0.0	8.0	2.0	8.0	9.0	3.0	6.0	11.0	6.0	30.0	21.0	7.0	2.0	1.0	38.0	2.0	3.0	3.0	1.0	5.0
